2,0,163353
3,0,145834
4,0,185777
5,0,178980
6,0,107064
7,0,118037
8,0,159514
10,0,184167
11,0,194540
13,0,143045
16,0,103251
17,0,194023
18,0,188822
19,0,109235
20,0,157681
21,0,109451
22,0,165315
23,0,152223
24,0,161859
25,0,129635
26,0,197661
27,0,134931
28,0,162569
30,0,104557
32,0,175413
33,0,176176
34,0,115799
35,0,166707
36,1,182104
37,0,188670
38,0,185910
39,0,106266
41,0,101757
42,0,119203
43,0,146828
44,0,181750
45,0,157907
46,0,144073
49,0,190539
50,0,132761
51,0,196010
52,0,190797
53,0,155385
54,0,138795
55,0,190665
57,0,162774
58,0,177285
59,0,104130
60,0,198892
61,0,176332
62,0,116009
63,0,195961
64,0,172056
65,0,143430
66,0,104518
67,0,186474
68,1,170467
69,0,190201
70,0,178596
71,0,111944
72,0,156857
73,0,194730
74,0,182637
75,0,112086
77,0,142768
78,0,100536
79,0,181542
80,0,115385
81,0,175016
82,0,110641
83,0,158569
84,0,120969
85,0,116630
86,0,190243
87,0,190659
88,0,123010
89,0,188646
92,0,142807
93,0,160481
94,0,183686
95,0,160891
96,0,170324
97,0,127870
98,0,188606
99,0,187373
100,0,153952
102,0,195700
103,1,130744
104,0,164025
105,1,161160
107,0,191941
108,0,123552
109,0,183350
110,0,154943
111,0,192123
112,0,174105
113,0,109976
114,0,178393
115,0,114585
116,0,127203
117,0,140784
118,0,147035
119,0,135738
120,0,188923
122,0,135750
123,0,195632
124,0,112906
125,0,157348
126,0,176860
127,0,141647
128,0,180872
129,0,164174
130,1,198214
131,0,171781
132,0,160192
133,0,191817
134,0,167887
135,0,192180
136,0,184644
137,0,151583
138,0,108120
139,0,195786
140,0,165618
142,0,131357
143,0,143808
144,0,137432
145,0,198161
146,0,190707
147,0,103631
148,0,199488
149,0,154869
150,0,108732
151,0,151029
152,0,117181
153,0,191611
154,0,111735
155,0,147148
156,0,168847
157,1,110545
158,0,169433
159,0,156461
160,0,161672
161,0,121804
162,0,195893
163,0,138528
165,0,170252
167,0,110541
168,0,141436
169,0,192839
170,0,175350
171,0,153112
172,0,148505
173,0,153697
175,0,159223
176,0,135828
177,0,196896
178,0,196159
179,0,161310
180,0,155820
182,0,146080
183,0,113341
184,0,137477
185,0,152056
186,0,164405
187,0,199724
188,0,160697
189,0,119333
190,0,177065
191,0,142081
192,0,194518
193,0,187988
194,0,124794
195,0,118936
197,0,129890
198,0,131286
199,0,185360
200,0,186970
201,0,161473
202,0,108295
203,0,119453
204,0,181170
205,0,135671
208,0,160195
209,0,135807
210,0,111253
211,0,193975
212,0,189635
213,0,179315
214,0,197273
215,0,146393
217,0,155173
218,0,111255
219,0,131783
220,0,101828
221,0,189243
222,0,145243
223,0,105694
224,0,169158
225,0,130684
226,0,108072
227,0,186539
228,0,167764
229,0,186036
230,0,199680
231,0,198608
232,0,128207
233,0,100769
234,0,188399
235,0,117941
236,0,151459
238,0,174168
239,0,127976
240,0,159468
241,0,177846
242,0,192980
243,0,129066
244,0,101268
246,0,197430
247,0,189521
248,0,175353
249,0,116935
251,0,117937
252,0,190159
253,0,176189
255,0,112013
256,0,155415
257,0,179006
258,0,189406
260,0,190363
261,0,118523
262,0,106019
263,0,120845
264,0,136714
265,0,101608
266,0,186251
267,0,163714
269,0,106296
270,0,188028
271,0,173727
272,0,164716
273,0,158689
274,0,130546
276,0,135156
277,0,171601
279,0,192224
280,0,123506
282,0,119013
283,1,109185
284,0,112354
285,0,165312
286,0,106909
287,1,174293
288,0,110921
290,0,138303
291,0,113649
293,0,125963
294,0,152578
295,0,192988
296,0,159503
297,0,107224
298,0,119446
299,1,175259
300,0,142952
301,0,160332
302,0,191028
303,0,175574
305,0,133059
306,0,167129
307,0,132807
308,0,166606
309,0,162308
310,0,142159
312,0,166526
313,0,199765
314,0,155540
315,0,152144
316,0,110748
317,0,173307
318,0,193264
319,0,124954
321,0,199004
322,0,177634
323,0,192631
324,0,146127
325,0,155989
326,0,188926
327,0,146750
328,0,146586
329,0,172132
330,0,184134
331,0,159710
332,0,128404
333,0,160548
334,0,104852
335,0,110777
336,0,166434
337,0,181797
